id,city,country,country_code,region,cen_lat,cen_lon,freshwater,coastal,forest,grasslands,mountains,peatlands,deserts,farmlands,income_group,pop_size_class,built_form_type
2139,"Abeokuta","Nigeria","NGA","Africa",7.162591,3.344045,0,0,0,1,0,0,0,0,"LMIC","4. Between 500,000 and 1 million","Compact"
2140,"Filingu","Niger","NER","Africa",14.34791,3.325013,1,0,0,1,0,0,0,0,"LIC","6. Lesser than 100,000","Sprawl"
2141,"Igbo Ora","Nigeria","NGA","Africa",7.434219,3.286934,0,0,0,1,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
2142,"Charleroi","Belgium","BEL","Europe",50.4276,4.440296,1,0,1,0,0,0,0,0,"HIC","5. Between 100,000 and 500,000","Sprawl"
2143,"Ghardaia","Algeria","DZA","Africa",32.49106,3.666968,0,0,0,1,0,0,1,0,"UMIC","5. Between 100,000 and 500,000","Compact"
2144,"Zoetermeer","Netherlands","NLD","Europe",52.03449,4.504145,1,0,1,0,0,0,0,0,"HIC","5. Between 100,000 and 500,000","Compact"
2145,"Roosendaal","Netherlands","NLD","Europe",51.53394,4.464836,0,0,1,0,0,0,0,0,"HIC","6. Lesser than 100,000","Sprawl"
2146,"Sidi Aissa","Algeria","DZA","Africa",35.8883,3.774182,0,0,1,0,0,0,0,0,"UMIC","6. Lesser than 100,000","Sprawl"
2147,"Ilero","Nigeria","NGA","Africa",8.086852,3.349425,0,0,0,1,0,0,0,0,"LMIC","6. Lesser than 100,000","Compact"
2148,"Iwere","Nigeria","NGA","Africa",8.033067,3.350764,0,0,0,1,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Compact"
2149,"Mechelen","Belgium","BEL","Europe",51.05081,4.489854,1,0,1,0,0,0,0,0,"HIC","6. Lesser than 100,000","Sprawl"
2150,"Malanville","Benin","BEN","Africa",11.85925,3.387825,1,0,0,1,0,0,0,0,"LIC","5. Between 100,000 and 500,000","Compact"
2151,"Saki","Nigeria","NGA","Africa",8.668077,3.397352,0,0,0,1,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Compact"
2152,"Heemskerk","Netherlands","NLD","Europe",52.48643,4.645727,0,0,1,0,0,0,0,0,"HIC","5. Between 100,000 and 500,000","Sprawl"
2153,"Abala","Niger","NER","Africa",14.93002,3.43457,1,0,0,1,0,0,0,0,"LIC","6. Lesser than 100,000","Sprawl"
2154,"Bergen","Norway","NOR","Europe",60.34167,5.310689,0,0,1,0,0,0,0,0,"HIC","5. Between 100,000 and 500,000","Sprawl"
2155,"Haarlem","Netherlands","NLD","Europe",52.38113,4.64289,1,0,1,0,0,0,0,0,"HIC","5. Between 100,000 and 500,000","Sprawl"
2156,"Otu","Nigeria","NGA","Africa",8.204918,3.405681,0,0,0,1,0,0,0,0,"LMIC","6. Lesser than 100,000","Compact"
2157,"Ogunrun-Ori","Nigeria","NGA","Africa",6.776116,3.42524,0,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
2158,"Bouira","Algeria","DZA","Africa",36.37888,3.891916,0,0,1,0,0,0,0,0,"UMIC","6. Lesser than 100,000","Sprawl"
2159,"Gaya","Niger","NER","Africa",11.88593,3.452379,1,0,0,1,0,0,0,0,"LIC","5. Between 100,000 and 500,000","Sprawl"
2160,"Ago Are","Nigeria","NGA","Africa",8.504614,3.422126,0,0,0,1,0,0,0,0,"LMIC","6. Lesser than 100,000","Compact"
2161,"Eruwa Titun","Nigeria","NGA","Africa",7.539994,3.43324,0,0,0,1,0,0,0,0,"LMIC","6. Lesser than 100,000","Compact"
2162,"Alphen aan den Rijn","Netherlands","NLD","Europe",52.1366,4.656404,1,0,1,0,0,0,0,0,"HIC","6. Lesser than 100,000","Sprawl"
2163,"Dordrecht","Netherlands","NLD","Europe",51.81607,4.676734,1,0,1,0,0,0,0,0,"HIC","5. Between 100,000 and 500,000","Sprawl"
2164,"Gouda","Netherlands","NLD","Europe",52.02657,4.69459,1,0,1,0,0,0,0,0,"HIC","6. Lesser than 100,000","Sprawl"
2165,"Ikorodu","Nigeria","NGA","Africa",6.621238,3.527272,0,0,1,0,0,0,0,0,"LMIC","4. Between 500,000 and 1 million","Sprawl"
2166,"Alkmaar","Netherlands","NLD","Europe",52.65478,4.786227,0,0,1,0,0,0,0,0,"HIC","5. Between 100,000 and 500,000","Compact"
2167,"Amsterdam","Netherlands","NLD","Europe",52.35571,4.850578,1,0,1,0,0,0,0,0,"HIC","3. Between 1 and 5 million","Sprawl"
2168,"Saint-tienne","France","FRA","Europe",45.44364,4.394876,1,0,1,0,0,0,0,0,"HIC","5. Between 100,000 and 500,000","Sprawl"
2169,"Breda","Netherlands","NLD","Europe",51.58989,4.771602,0,0,1,0,0,0,0,0,"HIC","5. Between 100,000 and 500,000","Sprawl"
2170,"Tizi Ouzou","Algeria","DZA","Africa",36.71357,4.041317,0,0,1,0,0,0,0,0,"UMIC","6. Lesser than 100,000","Compact"
2171,"Leuven","Belgium","BEL","Europe",50.88549,4.70778,1,0,1,0,0,0,0,0,"HIC","6. Lesser than 100,000","Sprawl"
2172,"Nimes","France","FRA","Europe",43.83206,4.349341,0,0,1,0,0,0,0,0,"HIC","5. Between 100,000 and 500,000","Sprawl"
2173,"Iseyin","Nigeria","NGA","Africa",7.974642,3.590027,0,0,0,1,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
2174,"Kamba","Nigeria","NGA","Africa",11.85359,3.65401,1,0,0,1,0,0,0,0,"LMIC","6. Lesser than 100,000","Compact"
2175,"Sagamu","Nigeria","NGA","Africa",6.835216,3.640008,0,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
2176,"Purmerend","Netherlands","NLD","Europe",52.50494,4.963824,0,0,1,0,0,0,0,0,"HIC","6. Lesser than 100,000","Sprawl"
2177,"Bou Saada","Algeria","DZA","Africa",35.22563,4.173113,0,0,1,0,0,0,0,0,"UMIC","5. Between 100,000 and 500,000","Sprawl"
2178,"Ishara","Nigeria","NGA","Africa",6.984951,3.673701,0,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Compact"
2179,"Hoorn","Netherlands","NLD","Europe",52.65161,5.067536,0,0,1,0,0,0,0,0,"HIC","6. Lesser than 100,000","Compact"
2180,"Lakuwe","Nigeria","NGA","Africa",6.474848,3.730469,0,1,0,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
2181,"Utrecht","Netherlands","NLD","Europe",52.07549,5.081877,1,0,1,0,0,0,0,0,"HIC","5. Between 100,000 and 500,000","Compact"
2182,"Ilishan","Nigeria","NGA","Africa",6.884922,3.710996,0,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Compact"
2183,"Tilburg","Netherlands","NLD","Europe",51.56495,5.061962,1,0,1,0,0,0,0,0,"HIC","5. Between 100,000 and 500,000","Sprawl"
2184,"Igboho","Nigeria","NGA","Africa",8.838987,3.758294,0,0,0,1,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Compact"
2185,"Stavanger","Norway","NOR","Europe",58.93017,5.721367,0,0,1,0,0,0,0,0,"HIC","5. Between 100,000 and 500,000","Compact"
2186,"Lyon","France","FRA","Europe",45.75117,4.860845,1,0,1,0,0,0,0,0,"HIC","3. Between 1 and 5 million","Compact"
2187,"Almere","Netherlands","NLD","Europe",52.382,5.23523,0,0,1,0,0,0,0,0,"HIC","5. Between 100,000 and 500,000","Sprawl"
2188,"Hilversum","Netherlands","NLD","Europe",52.22436,5.168859,1,0,1,0,0,0,0,0,"HIC","6. Lesser than 100,000","Sprawl"
2189,"Ibadan","Nigeria","NGA","Africa",7.393757,3.917812,0,0,1,0,0,0,0,0,"LMIC","3. Between 1 and 5 million","Sprawl"
2190,"Kishi","Nigeria","NGA","Africa",9.080865,3.851346,1,0,0,1,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Compact"
2191,"Oyo","Nigeria","NGA","Africa",7.828832,3.929658,0,0,0,1,0,0,0,0,"LMIC","4. Between 500,000 and 1 million","Compact"
2192,"Ijebu-Ode","Nigeria","NGA","Africa",6.822397,3.932191,0,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Compact"
2193,"Ago-Iwoye","Nigeria","NGA","Africa",6.947372,3.921594,0,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Compact"
2194,"'s-Hertogenbosch","Netherlands","NLD","Europe",51.70885,5.315975,1,0,1,0,0,0,0,0,"HIC","5. Between 100,000 and 500,000","Sprawl"
2195,"Avignon","France","FRA","Europe",43.93432,4.833061,1,0,1,0,0,0,0,0,"HIC","6. Lesser than 100,000","Sprawl"
2196,"Kaiama","Nigeria","NGA","Africa",9.605196,3.94048,1,0,0,1,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
2197,"Dijon","France","FRA","Europe",47.31791,5.043005,1,0,1,0,0,0,0,0,"HIC","5. Between 100,000 and 500,000","Sprawl"
2198,"Valence","France","FRA","Europe",44.91757,4.895369,1,0,1,0,0,0,0,0,"HIC","6. Lesser than 100,000","Sprawl"
2199,"Amersfoort","Netherlands","NLD","Europe",52.17052,5.392755,0,0,1,0,0,0,0,0,"HIC","5. Between 100,000 and 500,000","Compact"
2200,"Epe","Nigeria","NGA","Africa",6.596869,3.978969,0,1,0,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
2201,"Dogondoutchi","Niger","NER","Africa",13.63963,4.033205,1,0,0,1,0,0,0,0,"LIC","5. Between 100,000 and 500,000","Sprawl"
2202,"Bunza","Nigeria","NGA","Africa",12.08638,4.012993,1,0,0,1,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
2203,"M'Sila","Algeria","DZA","Africa",35.71236,4.531313,0,0,1,0,0,0,0,0,"UMIC","5. Between 100,000 and 500,000","Sprawl"
2204,"Ijebu-Igbo","Nigeria","NGA","Africa",6.970295,4.002824,0,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Compact"
2205,"Eindhoven","Netherlands","NLD","Europe",51.44433,5.465134,1,0,1,0,0,0,0,0,"HIC","5. Between 100,000 and 500,000","Sprawl"
2206,"Dakingari","Nigeria","NGA","Africa",11.64874,4.062919,1,0,0,1,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
2207,"Guerrara","Algeria","DZA","Africa",32.78701,4.494312,0,0,0,1,0,0,1,0,"UMIC","6. Lesser than 100,000","Compact"
2208,"Lige","Belgium","BEL","Europe",50.6391,5.56223,1,0,1,0,0,0,0,0,"HIC","5. Between 100,000 and 500,000","Sprawl"
2209,"Veenendaal","Netherlands","NLD","Europe",52.02317,5.556641,0,0,1,0,0,0,0,0,"HIC","6. Lesser than 100,000","Sprawl"
2210,"Igbeti","Nigeria","NGA","Africa",8.750309,4.131968,1,0,0,1,0,0,0,0,"LMIC","6. Lesser than 100,000","Compact"
2211,"Birnin Kebbi","Nigeria","NGA","Africa",12.45485,4.206905,1,0,0,1,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
2212,"Iwo","Nigeria","NGA","Africa",7.635241,4.184557,0,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Compact"
2213,"Bordj Bou Arreridjj","Algeria","DZA","Africa",36.07933,4.764035,0,0,1,0,0,0,0,0,"UMIC","5. Between 100,000 and 500,000","Sprawl"
2214,"Ikire","Nigeria","NGA","Africa",7.350668,4.185871,0,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Compact"
2215,"Bagudo","Nigeria","NGA","Africa",11.40421,4.222357,1,0,0,1,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
2216,"Ogbomosho","Nigeria","NGA","Africa",8.132854,4.242135,0,0,0,1,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Compact"
2217,"Leeuwarden","Netherlands","NLD","Europe",53.19904,5.809361,0,0,1,0,0,0,0,0,"HIC","6. Lesser than 100,000","Compact"
2218,"Helmond","Netherlands","NLD","Europe",51.47388,5.670165,1,0,1,0,0,0,0,0,"HIC","6. Lesser than 100,000","Sprawl"
2219,"Nijmegen","Netherlands","NLD","Europe",51.8286,5.8139,1,0,1,0,0,0,0,0,"HIC","5. Between 100,000 and 500,000","Compact"
2220,"Maastricht","Netherlands","NLD","Europe",50.85249,5.703365,1,0,1,0,0,0,0,0,"HIC","5. Between 100,000 and 500,000","Sprawl"
2221,"Vitrolles","France","FRA","Europe",43.42051,5.241857,0,0,1,0,0,0,0,0,"HIC","6. Lesser than 100,000","Sprawl"
2222,"Ejigbo","Nigeria","NGA","Africa",7.901379,4.314655,0,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Compact"
2223,"Awbere","Nigeria","NGA","Africa",8.266088,4.317175,0,0,0,1,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
2224,"Jega","Nigeria","NGA","Africa",12.21604,4.37197,1,0,0,1,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
2225,"Gbongan","Nigeria","NGA","Africa",7.476431,4.351554,0,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Compact"
2226,"Arnhem","Netherlands","NLD","Europe",51.96524,5.930034,1,0,1,0,0,0,0,0,"HIC","5. Between 100,000 and 500,000","Sprawl"
2227,"Sittard","Netherlands","NLD","Europe",50.96869,5.799151,1,0,1,0,0,0,0,0,"HIC","6. Lesser than 100,000","Sprawl"
2228,"Marseille","France","FRA","Europe",43.3007,5.407162,0,0,1,0,0,0,0,0,"HIC","4. Between 500,000 and 1 million","Compact"
2229,"Apeldoorn","Netherlands","NLD","Europe",52.20831,5.972884,0,0,1,0,0,0,0,0,"HIC","5. Between 100,000 and 500,000","Sprawl"
2230,"Bejaia","Algeria","DZA","Africa",36.74894,5.055512,0,0,1,0,0,0,0,0,"UMIC","5. Between 100,000 and 500,000","Compact"
2231,"Ras El Oued","Algeria","DZA","Africa",35.94282,5.03209,0,0,1,0,0,0,0,0,"UMIC","6. Lesser than 100,000","Compact"
2232,"Ede","Nigeria","NGA","Africa",7.708525,4.449306,0,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Compact"
2233,"Zwolle","Netherlands","NLD","Europe",52.51232,6.092275,0,0,1,0,0,0,0,0,"HIC","5. Between 100,000 and 500,000","Sprawl"
2234,"Aix-en-Provence","France","FRA","Europe",43.53635,5.434436,0,0,1,0,0,0,0,0,"HIC","6. Lesser than 100,000","Sprawl"
2235,"Heerlen","Netherlands","NLD","Europe",50.89096,6.037654,1,0,1,0,0,0,0,0,"HIC","5. Between 100,000 and 500,000","Sprawl"
2236,"Erin-osun","Nigeria","NGA","Africa",7.838962,4.494832,0,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
2237,"Koko","Nigeria","NGA","Africa",11.42865,4.516546,1,0,0,1,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
2238,"Argungu","Nigeria","NGA","Africa",12.7472,4.536211,1,0,0,1,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
2239,"New Bussa","Nigeria","NGA","Africa",9.883744,4.508965,1,0,0,1,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Compact"
2240,"Ilorin","Nigeria","NGA","Africa",8.480716,4.559577,1,0,0,1,0,0,0,0,"LMIC","3. Between 1 and 5 million","Compact"
2241,"Osogbo","Nigeria","NGA","Africa",7.778724,4.55571,0,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
2242,"Ouled Djellal","Algeria","DZA","Africa",34.43133,5.063206,0,0,1,0,0,0,0,0,"UMIC","6. Lesser than 100,000","Compact"
2243,"Ife","Nigeria","NGA","Africa",7.486444,4.563725,0,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Compact"
2244,"Deventer","Netherlands","NLD","Europe",52.25719,6.18279,0,0,1,0,0,0,0,0,"HIC","6. Lesser than 100,000","Sprawl"
2245,"Aachen","Germany","DEU","Europe",50.7852,6.104844,1,0,1,0,0,0,0,0,"HIC","5. Between 100,000 and 500,000","Sprawl"
2246,"Grenoble","France","FRA","Europe",45.18539,5.725697,1,0,1,0,0,0,0,0,"HIC","5. Between 100,000 and 500,000","Sprawl"
2247,"Venlo","Netherlands","NLD","Europe",51.36709,6.155285,1,0,1,0,0,0,0,0,"HIC","6. Lesser than 100,000","Sprawl"
2248,"Tambawal","Nigeria","NGA","Africa",12.40241,4.644003,1,0,0,1,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
2249,"Aiye Coker","Nigeria","NGA","Africa",7.293742,4.599805,0,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Compact"
2250,"Wanikin","Nigeria","NGA","Africa",7.322948,4.602999,0,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Compact"
2251,"Inisa","Nigeria","NGA","Africa",7.977593,4.64807,0,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
2252,"Aiyepe Olode","Nigeria","NGA","Africa",7.262102,4.63771,0,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Compact"
2253,"Luxembourg","Luxembourg","LUX","Europe",49.61432,6.12223,1,0,1,0,0,0,0,0,"HIC","5. Between 100,000 and 500,000","Compact"
2254,"Iragbiji","Nigeria","NGA","Africa",7.905849,4.679846,0,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
2255,"An Oulmane","Algeria","DZA","Africa",35.91751,5.29676,0,0,1,0,0,0,0,0,"UMIC","6. Lesser than 100,000","Sprawl"
2256,"Thionville","France","FRA","Europe",49.33627,6.139575,1,0,1,0,0,0,0,0,"HIC","6. Lesser than 100,000","Sprawl"
2257,"Ijagbo Offa","Nigeria","NGA","Africa",8.152757,4.722842,1,0,0,1,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
2258,"Besanon","France","FRA","Europe",47.24019,6.005567,1,0,1,0,0,0,0,0,"HIC","5. Between 100,000 and 500,000","Sprawl"
2259,"Yelwa","Nigeria","NGA","Africa",10.8386,4.744823,1,0,0,1,0,0,0,0,"LMIC","6. Lesser than 100,000","Compact"
2260,"Ilesa","Nigeria","NGA","Africa",7.629344,4.75301,0,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Compact"
2261,"Setif","Algeria","DZA","Africa",36.19051,5.409448,0,0,1,0,0,0,0,0,"UMIC","5. Between 100,000 and 500,000","Sprawl"
2262,"Eripa","Nigeria","NGA","Africa",7.934029,4.728509,0,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
2263,"Metz","France","FRA","Europe",49.11929,6.177959,1,0,1,0,0,0,0,0,"HIC","5. Between 100,000 and 500,000","Sprawl"
2264,"Chambry","France","FRA","Europe",45.58035,5.917305,1,0,1,0,0,0,0,0,"HIC","6. Lesser than 100,000","Sprawl"
2265,"Toulon","France","FRA","Europe",43.11713,5.910793,0,0,1,0,0,0,0,0,"HIC","5. Between 100,000 and 500,000","Sprawl"
2266,"Barika","Algeria","DZA","Africa",35.38617,5.366175,0,0,1,0,0,0,0,0,"UMIC","5. Between 100,000 and 500,000","Sprawl"
2267,"Lerinin","Nigeria","NGA","Africa",6.372216,4.775704,0,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
2268,"Nancy","France","FRA","Europe",48.68444,6.186971,1,0,1,0,0,0,0,0,"HIC","5. Between 100,000 and 500,000","Sprawl"
2269,"Groningen","Netherlands","NLD","Europe",53.21998,6.575697,0,0,1,0,0,0,0,0,"HIC","5. Between 100,000 and 500,000","Compact"
2270,"Okitipupa","Nigeria","NGA","Africa",6.499943,4.776226,0,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Compact"
2271,"Tulqa","Algeria","DZA","Africa",34.7302,5.384632,0,0,1,0,0,0,0,0,"UMIC","6. Lesser than 100,000","Compact"
2272,"Mnchengladbach","Germany","DEU","Europe",51.17767,6.441227,1,0,1,0,0,0,0,0,"HIC","5. Between 100,000 and 500,000","Sprawl"
2273,"Ondo","Nigeria","NGA","Africa",7.088593,4.830215,0,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Compact"
2274,"Ouargla","Algeria","DZA","Africa",31.94856,5.340888,0,0,0,1,0,0,1,0,"UMIC","5. Between 100,000 and 500,000","Compact"
2275,"Geneva","Switzerland","CHE","Europe",46.2056,6.149327,1,0,1,0,0,0,0,0,"HIC","5. Between 100,000 and 500,000","Compact"
2276,"Dortmund","Germany","DEU","Europe",51.48882,7.068159,1,0,1,0,0,0,0,0,"HIC","3. Between 1 and 5 million","Sprawl"
2277,"Duren","Germany","DEU","Europe",50.80523,6.475953,1,0,1,0,0,0,0,0,"HIC","6. Lesser than 100,000","Sprawl"
2278,"Ebute Irele","Nigeria","NGA","Africa",6.492993,4.870158,0,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Compact"
2279,"Almelo","Netherlands","NLD","Europe",52.35794,6.642445,0,0,1,0,0,0,0,0,"HIC","6. Lesser than 100,000","Sprawl"
2280,"Annecy","France","FRA","Europe",45.90578,6.114843,1,0,1,0,0,0,0,0,"HIC","5. Between 100,000 and 500,000","Sprawl"
2281,"Ile Oluji","Nigeria","NGA","Africa",7.213795,4.873489,0,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Compact"
2282,"Ore","Nigeria","NGA","Africa",6.746382,4.882139,0,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
2283,"Ila Orangun","Nigeria","NGA","Africa",8.019641,4.90765,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
2284,"Effon Alaiye","Nigeria","NGA","Africa",7.67334,4.92316,0,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Compact"
2285,"Imorun","Nigeria","NGA","Africa",6.422729,4.923163,0,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Compact"
2286,"Mahuta","Nigeria","NGA","Africa",11.55417,4.984623,1,0,0,1,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
2287,"Salka","Nigeria","NGA","Africa",10.317,4.968775,1,0,0,1,0,0,0,0,"LMIC","6. Lesser than 100,000","Compact"
2288,"Dusseldorf","Germany","DEU","Europe",51.22074,6.774369,1,0,1,0,0,0,0,0,"HIC","4. Between 500,000 and 1 million","Sprawl"
2289,"Share","Nigeria","NGA","Africa",8.823744,4.976134,1,0,0,1,0,0,0,0,"LMIC","6. Lesser than 100,000","Compact"
2290,"Kwara","Niger","NER","Africa",14.12342,5.028399,1,0,0,1,0,0,0,0,"LIC","6. Lesser than 100,000","Sprawl"
2291,"El Eulma","Algeria","DZA","Africa",36.15409,5.685982,0,0,1,0,0,0,0,0,"UMIC","5. Between 100,000 and 500,000","Sprawl"
2292,"Hengelo","Netherlands","NLD","Europe",52.27523,6.789339,0,0,1,0,0,0,0,0,"HIC","6. Lesser than 100,000","Sprawl"
2293,"Jijel","Algeria","DZA","Africa",36.80939,5.763708,0,0,1,0,0,0,0,0,"UMIC","5. Between 100,000 and 500,000","Compact"
2294,"Mokwa","Nigeria","NGA","Africa",9.29699,5.062225,1,0,0,1,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
2295,"Ikoro","Nigeria","NGA","Africa",7.838246,5.037937,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Compact"
2296,"Aramoko-Ekiti","Nigeria","NGA","Africa",7.705139,5.041968,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Compact"
2297,"Trier","Germany","DEU","Europe",49.74422,6.634615,1,0,1,0,0,0,0,0,"HIC","6. Lesser than 100,000","Compact"
2298,"Enschede","Netherlands","NLD","Europe",52.21579,6.892414,0,0,1,0,0,0,0,0,"HIC","5. Between 100,000 and 500,000","Sprawl"
2299,"Igbara-Odo","Nigeria","NGA","Africa",7.50145,5.063419,0,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Compact"
2300,"Isarun","Nigeria","NGA","Africa",7.4064,5.061308,0,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Compact"
2301,"Biskra","Algeria","DZA","Africa",34.84199,5.730333,0,0,1,0,0,0,0,0,"UMIC","5. Between 100,000 and 500,000","Sprawl"
2302,"Gummi","Nigeria","NGA","Africa",12.14101,5.121122,1,0,0,1,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
2303,"Ijero-Ekiti","Nigeria","NGA","Africa",7.809838,5.068389,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Compact"
2304,"Bodinga","Nigeria","NGA","Africa",12.83727,5.143463,1,0,0,1,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
2305,"Omu Aran","Nigeria","NGA","Africa",8.137503,5.104566,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Compact"
2306,"Otun","Nigeria","NGA","Africa",7.989094,5.113523,1,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
2307,"Ilawe-Ekiti","Nigeria","NGA","Africa",7.593146,5.103351,0,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Compact"
2308,"Oke Atan","Nigeria","NGA","Africa",7.350765,5.108194,0,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Compact"
2309,"Idanre","Nigeria","NGA","Africa",7.102043,5.13334,0,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Compact"
2310,"Cologne","Germany","DEU","Europe",50.93296,6.979717,1,0,1,0,0,0,0,0,"HIC","3. Between 1 and 5 million","Sprawl"
2311,"Sokoto","Nigeria","NGA","Africa",13.04228,5.239695,1,0,0,1,0,0,0,0,"LMIC","4. Between 500,000 and 1 million","Sprawl"
2312,"Akure","Nigeria","NGA","Africa",7.251736,5.191375,0,0,1,0,0,0,0,0,"LMIC","4. Between 500,000 and 1 million","Sprawl"
2313,"Ido Ekiti","Nigeria","NGA","Africa",7.857185,5.173565,1,0,1,0,0,0,0,0,"LMIC","6. Lesser than 100,000","Sprawl"
2314,"Lausanne","Switzerland","CHE","Europe",46.52512,6.604045,1,0,1,0,0,0,0,0,"HIC","5. Between 100,000 and 500,000","Compact"
2315,"Tahoua","Niger","NER","Africa",14.88823,5.263841,1,0,0,1,0,0,0,0,"LIC","4. Between 500,000 and 1 million","Compact"
2316,"Gwadabawa","Nigeria","NGA","Africa",13.35235,5.231296,1,0,0,1,0,0,0,0,"LMIC","6. Lesser than 100,000","Compact"
2317,"Wuppertal","Germany","DEU","Europe",51.22095,7.096837,1,0,1,0,0,0,0,0,"HIC","4. Between 500,000 and 1 million","Sprawl"
2318,"Birni N'Konni","Niger","NER","Africa",13.79023,5.253887,1,0,0,1,0,0,0,0,"LIC","5. Between 100,000 and 500,000","Compact"
2319,"Ado Ekiti","Nigeria","NGA","Africa",7.623172,5.2253,0,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
2320,"Zuru","Nigeria","NGA","Africa",11.43389,5.238601,1,0,0,1,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Sprawl"
2321,"Ikerre","Nigeria","NGA","Africa",7.495917,5.226021,0,0,1,0,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Compact"
2322,"An Touta","Algeria","DZA","Africa",35.37664,5.900931,0,0,1,0,0,0,0,0,"UMIC","6. Lesser than 100,000","Sprawl"
2323,"Tuga Nama","Nigeria","NGA","Africa",13.72621,5.297324,1,0,0,1,0,0,0,0,"LMIC","5. Between 100,000 and 500,000","Compact"
