id,city,country,income_group,cen_lat,cen_lon,ave_pop_growth,ave_built_up_pc_growth,ave_temp_change,ave_built_quality_1_change,ave_built_quality_2_change,n_ave_pop_growth,n_ave_built_up_pc_growth,n_ave_built_quality_1_change,n_ave_built_quality_2_change,n_ave_temp_change,imp_pop_1,imp_pop_2
11032,"Batusangkar","Indonesia","2. LMIC",-.4584722,100.5798,.9988043,1.008988,.6260567,.9949369,.992279,-1.080556,.1259679,-.3375647,.6993321,.6353674,.6253081,33106.28
11033,"Shilong","China","3. UMIC",33.89556,112.8891,1.001782,1.005649,.7501535,,.9926139,-.8649899,-.0487835,,.7226691,.9986398,.7514901,43729.33
11034,"???","China","3. UMIC",46.87383,127.4998,1.007686,.9988657,-.2093004,.9872498,.9934992,-.4374827,-.4038995,-.5090509,.7843722,-1.809997,-.2109092,-18694.32
11035,"Zhenping","China","3. UMIC",33.04044,112.2233,1.00802,1.010407,.7456048,.9581649,.9818258,-.4133334,.2002854,-1.157887,-.0291707,.985324,.7515845,116380
11036,"Chanthaburi","Thailand","3. UMIC",12.60729,102.1103,.9874759,1.038935,.4384003,1.012393,.9747322,-1.900753,1.693656,.051852,-.5235389,.0860354,.4329097,29758.54
11037,"Lvjiatuo","China","3. UMIC",39.66497,118.3697,1.015141,1.002136,.1578922,,.9829856,.1022351,-.2327145,,.0516532,-.7351038,.1602829,10432.13
11038,"Guantao","China","3. UMIC",36.5452,115.2788,1.012297,1.011676,.4777265,.9987081,.9764509,-.1036384,.2667087,-.2534359,-.4037634,.2011561,.4836012,35650.14
11039,"Laiji","China","3. UMIC",34.45145,113.4365,1.024466,1.003517,.761266,1.011254,.9726968,.7774068,-.1604002,.0264498,-.6653888,1.03117,.7798913,76227.35
11040,"Payakumbuh","Indonesia","2. LMIC",-.2299413,100.6303,1.014988,.9918735,.6260567,.9918142,.9933051,.0911876,-.7699299,-.4072267,.7708427,.6353674,.6354402,61768.32
11041,"Yuanyang","China","3. UMIC",35.05544,113.9563,1.007268,1.020322,.7661514,.9775252,.9730101,-.4677428,.7193286,-.7259895,-.6435555,1.045471,.7717202,76077.66
11042,"Xiushan","China","3. UMIC",28.44447,108.9976,.9920321,1.039995,.2069523,.946976,.9692659,-1.570879,1.749178,-1.407492,-.9044955,-.5914888,.2053033,20710.54
11043,"Sampov Lun","Cambodia","1. LIC",13.4356,102.3686,,,.4321666,,,,,,,.0677874,,33445.53
11044,"Khum Barang Thleak","Thailand","1. LIC",13.37511,102.3537,,,.4321666,,,,,,,.0677874,,23212.51
11045,"Solok","Indonesia","3. UMIC",-.802976,100.6595,1.005135,.9998583,.6281691,.9914671,.9950318,-.622176,-.3519383,-.4149707,.8911833,.6415511,.631395,39234.36
11046,"N/A","China","4. HIC",38.87347,117.6172,1.028886,.993296,.2273889,,1.013337,1.097373,-.6954658,,2.166934,-.5316643,.2339571,43753.15
11047,"Xunxian","China","3. UMIC",35.66221,114.5339,1.011939,1.006359,.6189477,.9764648,.9819583,-.1296175,-.0116528,-.7496458,-.0199405,.6145573,.6263371,65928.65
11048,"Lushan","China","3. UMIC",33.74506,112.9055,1.00157,1.006848,.7501535,,.9916425,-.8803443,.0139455,,.654976,.9986398,.751331,75814.34
11049,"Dengzhou","China","3. UMIC",32.67778,112.0887,1.007023,1.006855,.7262671,.9791544,.9862648,-.4854966,.0143324,-.6896453,.2801922,.9287163,.7313678,208757.5
11050,"???","China","4. HIC",38.73396,117.5167,1.023165,.9819061,.2273889,,.9964918,.6832089,-1.29171,,.9929348,-.5316643,.2326564,43903.95
11051,"Dezhou","China","3. UMIC",37.45148,116.3179,1.006251,1.017543,.3188043,.9302037,.9766552,-.5414423,.5738201,-1.781653,-.3895235,-.2640614,.3207969,169897.3
11052,"Daming","China","3. UMIC",36.28217,115.149,1.010178,1.00926,.5272694,1.053336,.9808424,-.257105,.140221,.9652277,-.097707,.3461845,.5326357,33752.57
11053,"Khum Pech Chenda","Cambodia","3. UMIC",13.22256,102.395,,,.4321666,,,,,,,.0677874,,25737.21
11054,"Linqing","China","3. UMIC",36.84995,115.7076,1.009652,1.014546,.4111905,.9758063,.9762397,-.2951501,.4169351,-.7643361,-.4184767,.0063835,.4151594,95883.11
11055,"Huaxian","China","3. UMIC",35.56623,114.5259,1.001947,1.018811,.6189477,.9698071,.9796296,-.8530275,.6401873,-.8981671,-.1822321,.6145573,.6201528,103268.8
11056,"Kaili","China","2. LMIC",26.57448,107.9565,.9898733,1.024108,.0032322,1.124458,.9864494,-1.727177,.9174817,2.551842,.2930529,-1.187844,.0031995,849.9598
11057,"N/A","China","3. UMIC",44.2208,123.9518,1.023647,,-.0827259,.9365313,,.7180951,,-1.640495,,-1.439472,-.0846821,-7482.924
11058,"Jianchang","China","3. UMIC",40.81451,119.8112,1.002648,1.00913,.0940943,.9823647,.988336,-.8022862,.1334127,-.6180301,.4245344,-.9218614,.0943434,7463.542
11059,"Longhu","China","3. UMIC",34.60553,113.6921,1.0395,1.044611,.7788744,.9021106,,1.865888,1.990827,-2.408364,,1.082715,.8096401,63060.41
11060,"Dushan","China","2. LMIC",25.8476,107.5424,.9894276,1.028048,-.0031149,.9233967,.9831112,-1.759443,1.123747,-1.933506,.0604097,-1.206425,-.003082,-202.4735
11061,"Poipet","Cambodia","3. UMIC",13.66183,102.5669,,,.444416,,,,,,,.1036456,,54617.48
11062,"Bagan Siapi-api","Indonesia","4. HIC",2.159844,100.8047,1.031658,.9992732,.6138706,.9707046,.9700187,1.298085,-.3825665,-.8781474,-.852035,.5996948,.6333044,60981.68
11063,"Neihuang","China","3. UMIC",35.9596,114.9048,1.000124,1.024979,.6189477,1.018912,.9755085,-.9850202,.9631243,.1972791,-.4694377,.6145573,.6190244,51903.05
11064,"Alahan Panjang","Indonesia","2. LMIC",-1.071641,100.7822,,1.024266,.6320729,.9219911,,,.9257627,-1.964864,,.652979,,42606.36
11065,"Xinglong","China","2. LMIC",46.44551,127.1005,1.012842,.9901078,-.1527879,1.002109,.9971851,-.0642123,-.8623604,-.1775683,1.04125,-1.644567,-.15475,-7827.943
11066,"Yanjin","China","3. UMIC",35.15175,114.1914,1.006671,1.014043,.7434742,.9618902,.9796162,-.5109923,.3906254,-1.074782,-.1831625,.9790872,.748434,48591.1
11067,"Luanzhou","China","3. UMIC",39.74574,118.6983,1.007633,1.003228,.1450451,.966742,.9892312,-.4413321,-.175527,-.9665459,.4869271,-.7727117,.1461522,10615.79
11068,"Nanyang","China","3. UMIC",32.995,112.5366,1.008903,1.008175,.7160218,.9831386,.9831386,-.34943,.0834454,-.6007642,.0623206,.8987249,.7223962,555581.4
11069,"Jia","China","3. UMIC",33.98588,113.2267,1.003096,1.020642,.7399762,1.122436,.9767519,-.7698426,.7360468,2.50672,-.3827858,.9688472,.742267,77217.34
11070,"Pattani","Thailand","2. LMIC",6.876512,101.2553,1.00134,1.002322,.360034,1.124524,.9963486,-.8969675,-.2229857,2.55331,.9829487,-.1433684,.3605165,27563.35
11071,"Guanxian","China","4. HIC",36.48323,115.4601,1.00805,1.017312,.5272694,.9577478,.9751333,-.4111757,.561726,-1.167192,-.4955869,.3461845,.5315138,43360.84
11072,"Yuzhou","China","3. UMIC",34.17731,113.4894,1.004958,1.019211,.761266,.9608021,.9763103,-.6350275,.6611739,-1.099055,-.4135626,1.03117,.7650403,238017.7
11073,"Baise","China","3. UMIC",23.88608,106.6298,1.002759,1.002901,.1079764,.9653698,.9943644,-.7942594,-.1926571,-.9971564,.8446671,-.8812237,.1082743,13427.75
11074,"Ipoh","Malaysia","4. HIC",4.613223,101.0951,1.016399,.9910187,.5347433,.9987922,.9927818,.1933432,-.8146802,-.2515584,.734375,.3680632,.5435127,344014.8
11075,"Teluk Intan","Malaysia","4. HIC",4.011996,101.0227,1.002345,1.008446,.5636926,.9764525,.9893042,-.8241742,.09763,-.7499197,.4920115,.4528072,.5650147,37991.94
11076,"Tieli","China","3. UMIC",46.99112,128.0416,.9884877,1.01446,-.2055782,1.016457,.9972268,-1.827494,.4124233,.1425122,1.044153,-1.799101,-.2032115,-18734.32
11077,"Zhugezhuang","China","3. UMIC",39.73948,118.7671,1.006683,.9972757,.1450451,.9884946,.9960753,-.5101466,-.4871315,-.4812818,.9639027,-.7727117,.1460144,9994.341
11078,"Huanghua","China","3. UMIC",38.36626,117.3378,1.003217,1.018148,.2275946,,.9790262,-.7610908,.605509,,-.2242827,-.531062,.2283267,14116.64
11079,"???","China","3. UMIC",36.97551,115.9937,1.006579,1.023846,.4111905,.976444,.9703252,-.5176468,.9038026,-.7501099,-.8306753,.0063835,.4138958,49805.45
11080,"Vi?t Tr","Vietnam","3. UMIC",21.32598,105.4241,,,.3532734,1.03714,.9725471,,,.6039138,-.6758236,-.1631589,,45692.61
11081,"Thi Bnh","Vietnam","3. UMIC",21.23827,105.3707,.9821393,1.057349,.3532734,,.9629605,-2.287125,2.657631,,-1.343932,-.1631589,.3469637,21448.88
11082,"Yala","Thailand","3. UMIC",6.550494,101.2912,.9997782,1.00502,.360034,.9933733,.9952259,-1.01005,-.0817268,-.3724462,.9047086,-.1433684,.3599541,40043.27
11083,"Xiaoxiang","China","3. UMIC",45.98021,126.6016,1.011346,.9946738,-.0868231,1.041136,.994076,-.1725218,-.6233355,.6930688,.824566,-1.451466,-.0878082,-14534.87
11084,"Xinzheng","China","3. UMIC",34.39257,113.745,1.027655,.9956076,.7717915,.9262407,.9773821,1.008284,-.5744541,-1.870062,-.3388617,1.061981,.7931355,203340.6
11085,"Zhongmu","China","3. UMIC",34.72298,114.0137,1.02649,.9867417,.737036,.9492704,.9872831,.9239427,-1.038572,-1.356308,.3511545,.9602404,.7565602,106864.8
11086,"Hulan","China","3. UMIC",45.88947,126.5523,1.019593,1.059945,-.0868231,.8930174,,.4245572,2.793548,-2.611217,,-1.451466,-.0885242,-12439.2
11087,"Ty ??ng","Vietnam","3. UMIC",21.20026,105.4428,1.008451,1.012155,.3532734,,.9797118,-.3821239,.2917641,,-.1765037,-.1631589,.3562589,21912.13
11088,"Pingdingshan","China","3. UMIC",33.73635,113.3015,1.002868,1.00851,.7399762,.9887255,.9890237,-.7863276,.1009936,-.4761307,.4724629,.9688472,.7420986,594007.8
11089,"Luannan","China","3. UMIC",39.50415,118.6788,1.006011,1.012305,.1450451,.947033,.9819422,-.5588077,.2996396,-1.406219,-.021058,-.7727117,.1459169,12201.66
11090,"Puyang","China","3. UMIC",35.75246,115.0271,1.004749,1.012014,.5649974,1.063247,.9834581,-.6501488,.2844004,1.186329,.0845858,.456627,.5676807,309205.1
11091,"Th? Tang","Vietnam","3. UMIC",21.2732,105.5039,.9893528,1.027934,.3094659,,.9832941,-1.764859,1.117813,,.0731541,-.2913979,.3061709,16607.23
11092,"Zigui","China","3. UMIC",30.79078,110.9674,.9908358,1.054706,.4682767,.9438896,.9569007,-1.65749,2.519268,-1.476345,-1.766254,.1734937,.4639854,39884.72
11093,"Huayuan","China","3. UMIC",28.58156,109.4748,.9982067,1.025012,.2656972,.9718401,.9773511,-1.123823,.9648217,-.8528144,-.3410259,-.4195231,.2652208,19126.41
11094,"Ningjin","China","4. HIC",37.63905,116.803,1.007407,1.026881,.2524397,.9403079,.9666629,-.4577395,1.062672,-1.556246,-1.085908,-.4583322,.2543094,19434.88
11095,"Phc Th?","Vietnam","3. UMIC",21.12352,105.5054,1.014645,1.009571,.3094659,,.9762222,.066365,.1565273,,-.4197021,-.2913979,.3139982,43264.38
11096,"Bangkinang","Indonesia","4. HIC",.3422567,101.0265,1.021711,.984825,.6239901,1.000384,.9938313,.5779547,-1.138909,-.2160386,.8075181,.6293178,.6375378,40559.82
11097,"Jingxi","China","3. UMIC",23.1349,106.4163,.9991288,1.011183,.1803966,1.126811,.9898027,-1.057063,.2409107,2.604332,.5267553,-.6692262,.1802394,13752.73
11098,"Ha Bnh","Vietnam","3. UMIC",20.83315,105.3417,.9967505,1.040297,.3891506,.9862834,.9643975,-1.229258,1.764997,-.5306103,-1.243788,-.0581345,.3878861,27180.12
11099,"V?nh Yn","Vietnam","3. UMIC",21.31228,105.5946,.9921494,1.043161,.3094659,,.96621,-1.562382,1.914912,,-1.11747,-.2913979,.3070364,43145.14
11100,"???","China","4. HIC",37.339,116.5578,1.006487,1.017755,.2772629,.9633352,.9762216,-.5243012,.5849406,-1.042545,-.4197395,-.3856665,.2790616,32288.7
11101,"Fengqiu","China","3. UMIC",35.04395,114.4149,1.01045,1.014776,.7434742,.9596493,.9752477,-.2374178,.4290104,-1.124772,-.4876113,.9790872,.7512433,73936.74
11102,"Trat","Thailand","3. UMIC",12.25038,102.5155,1.004447,1.007998,.4362826,1.003991,.9876732,-.6720541,.0741908,-.135585,.3783464,.0798364,.4382226,22454.65
11103,"Changge","China","3. UMIC",34.20796,113.7576,1.005662,1.017411,.7717915,.9693474,.9773535,-.5840445,.5669056,-.9084229,-.3408598,1.061981,.7761614,148639.2
11104,"Xinye","China","3. UMIC",32.52425,112.3654,1.004675,1.003758,.7262671,.9716349,.9916196,-.6554828,-.1477758,-.8573937,.6533767,.9287163,.7296627,46937.34
11105,"Shuangliao","China","3. UMIC",43.51105,123.4895,.9987704,1.00936,-.0516695,1.12954,.991946,-1.083012,.145488,2.665205,.676128,-1.34856,-.0516059,-4028.592
11106,"Fuxin","China","3. UMIC",41.99939,121.6602,.9957201,1.015124,.0787718,1.009911,.9893353,-1.303855,.44722,-.0035079,.4941799,-.9667152,.0784347,53364.39
11107,"Fangcheng","China","3. UMIC",33.2454,112.9814,1.006913,1.005345,.7353363,,.9878538,-.4934629,-.0646966,,.3909329,.9552648,.7404198,61645.32
11108,"Baojing","China","3. UMIC",28.71107,109.6499,1.000839,1.0086,.2575865,1.010512,.9906426,-.9332778,.1056802,.0098953,.5852889,-.443266,.2578025,14115.14
11109,"Yongshun","China","3. UMIC",28.99509,109.8484,1.002823,1.004039,.2575865,,.9931734,-.7895988,-.1330733,,.7616624,-.443266,.2583137,21303.28
11110,"Pingyuan","China","4. HIC",37.16395,116.44,1.009291,1.018717,.3188043,.9557842,.972591,-.3213191,.635276,-1.210996,-.6727621,-.2640614,.3217662,26812.84
11111,"Kaifeng","China","3. UMIC",34.79141,114.3374,1.002467,1.006151,.737036,1.020784,.9914408,-.815388,-.0225174,.239031,.640919,.9602404,.7388541,524169.6
11112,"Harbin","China","3. UMIC",45.71793,126.6441,1.012626,.9944965,-.0868231,.9804556,.9929965,-.0798516,-.6326213,-.6606171,.7493334,-1.451466,-.0879193,-358636.4
11113,"Fancheng","China","3. UMIC",32.07169,112.135,.9966337,1.008275,.642643,1.024177,.9951428,-1.237712,.0886687,.3147244,.8989138,.683921,.6404796,686034.9
11114,"Nanzhang","China","3. UMIC",31.77085,111.8394,.9921165,1.021323,.5733562,.9847643,.9869023,-1.564764,.7717172,-.5644985,.3246189,.4810957,.5688361,57996.86
11115,"Thi Nguyn","Vietnam","2. LMIC",21.58982,105.8344,1.004127,1.019488,.3217492,1.12171,.9768534,-.6952109,.6756517,2.490535,-.3757116,-.2554406,.323077,116795
11116,"Changyuan","China","3. UMIC",35.19305,114.667,1.006865,1.020636,.6603639,.9975467,.9731007,-.4969499,.7357535,-.2793434,-.6372415,.735796,.6648973,96301.38
11117,"Sangzhi","China","3. UMIC",29.40179,110.1597,.998428,1.013178,.2662625,,.9885471,-1.107804,.3453509,,.4392519,-.4178683,.265844,20284.24
11118,"Sisophon","Cambodia","2. LMIC",13.58561,102.9666,1.004349,1.017018,.444416,.9886832,.9790085,-.6791056,.5463746,-.4770747,-.2255164,.1036456,.4463489,26847.54
11119,"Duri","Indonesia","4. HIC",1.278782,101.191,1.007681,1.010066,.6179743,.997602,.9824873,-.4378366,.1824315,-.2781094,.016926,.6117076,.6227213,113914.4
11120,"???","China","4. HIC",36.86211,116.2331,1.009482,1.028277,.3530912,.9099291,.963366,-.3074664,1.135729,-2.233946,-1.315672,-.1636921,.3564393,34794.97
11121,"Shenxian","China","3. UMIC",36.24537,115.6621,1.009956,1.011006,.4820125,1.037004,.9793633,-.2731585,.2316249,.6008768,-.2007878,.2137028,.4868114,55549.29
11122,"Ye","China","3. UMIC",33.6237,113.357,1.003868,1.010427,.7399762,,.985867,-.7139487,.2013463,,.2524686,.9688472,.7428383,52004.13
11123,"Qu?c Oai","Vietnam","3. UMIC",20.99678,105.6125,1.015059,1.026523,.343586,,.9597103,.0962798,1.043932,,-1.570448,-.1915172,.3487599,34838.21
11124,"Sheqi","China","3. UMIC",33.05754,112.9303,1.007507,1.015551,.7353363,,.9773498,-.4504637,.4695671,,-.3411132,.9552648,.7408565,52306.03
11125,"Xun Ha","Vietnam","3. UMIC",21.2356,105.7221,.9953217,1.021893,.3094659,,.9831753,-1.332704,.8015715,,.0648753,-.2913979,.3080181,21999.8
11126,"Phng","Vietnam","3. UMIC",21.08239,105.6436,1.02227,.9965906,.3094659,,.9815614,.6184165,-.5229954,,-.0475977,-.2913979,.3163578,18070.71
11127,"Xun Mai","Vietnam","4. HIC",20.89584,105.5795,1.020777,1.04987,.343586,.994879,,.5102623,2.266087,-.3388558,,-.1915172,.3507245,46938.75
11128,"Changli","China","3. UMIC",39.70003,119.1687,1.007966,1.001009,.1344006,.9789333,.9910976,-.4172691,-.2917117,-.6945771,.6169962,-.8038715,.1354712,16945.02
11129,"Nanpu","China","3. UMIC",35.12429,114.694,1.009282,1.022797,.6603639,1.020637,.9687191,-.3219405,.8488804,.23576,-.9426082,.735796,.6664935,42950.55
11130,"Tongren","China","2. LMIC",27.72602,109.178,.9887261,1.038772,.1567421,.9827091,.9736518,-1.810232,1.685157,-.6103459,-.598838,-.7384706,.154975,25650.66
11131,"Xuchang","China","3. UMIC",34.03598,113.821,1.00536,1.008036,.7717915,.9727111,.9867394,-.6059498,.0761628,-.8333837,.3132661,1.061981,.7759279,515232.4
11132,"Liaocheng","China","3. UMIC",36.46938,115.9743,1.007618,1.011961,.4820125,.9608532,.9807096,-.4424369,.2816109,-1.097914,-.1069621,.2137028,.4856845,241509
11133,"Yixian","China","3. UMIC",41.5299,121.2383,.9978006,1.008703,.0770535,1.004991,.9935575,-1.153224,.1110594,-.1132836,.7884306,-.9717452,.0768841,5640.584
11134,"Quang Minh","Vietnam","3. UMIC",21.20095,105.7709,1.039399,.9968917,.3094659,,.9650941,1.858569,-.5072351,,-1.195236,-.2913979,.3216586,29222.68
11135,"Laoting","China","3. UMIC",39.41346,118.9003,1.007729,1.008672,.1410835,.9626176,.9837983,-.4343929,.1094743,-1.058553,.1082926,-.7843086,.1421739,13100.64
11136,"Hanoi","Vietnam","3. UMIC",21.03719,105.8579,1.025846,.995716,.3094659,1.001559,.9789989,.8773271,-.5687784,-.1898439,-.2261852,-.2913979,.3174644,1656583
11137,"Laoling","China","4. HIC",37.73967,117.2069,1.006644,1.032829,.2295921,.9293395,.961824,-.5129688,1.374058,-1.800933,-1.42314,-.5252148,.2311174,32579.49
11138,"V? B?n","Vietnam","4. HIC",20.46025,105.4436,.9860805,,.4265313,.9066775,,-2.001782,,-2.306484,,.0512911,.4205942,23286.09
11139,"Kuala Lumpur","Malaysia","4. HIC",3.074779,101.6269,1.027016,.9812156,.628231,.9516962,.9923348,.9620396,-1.327857,-1.302193,.7032202,.6417325,.6452036,3982764
11140,"Yichang","China","3. UMIC",30.70946,111.3199,.9971651,1.019086,.4456861,.9672613,.9840614,-1.199236,.6545902,-.9549617,.1266323,.1073635,.4444226,384725.8
11141,"Weishi","China","4. HIC",34.41295,114.187,1.003493,1.01487,.7139838,.9640885,.9819183,-.7411102,.4339091,-1.025741,-.0227279,.892759,.7164775,66362.43
11142,"Shuangcheng","China","3. UMIC",45.36517,126.2924,1.012149,.9978267,-.0848142,1.00547,.990149,-.1144012,-.4582881,-.102593,.5508857,-1.445585,-.0858446,-15846.24
11143,"Meru","Malaysia","4. HIC",3.131877,101.4425,1.041172,.9793958,.6179633,.9419361,.9806616,1.986945,-1.423121,-1.519923,-.110306,.6116755,.6434063,51675.05
11144,"Qinhuangdao","China","3. UMIC",39.9422,119.5961,1.008786,.9965773,.0906227,.9115214,.9961,-.357897,-.5236911,-2.198425,.9656266,-.9320239,.0914188,70631.5
11145,"Semurup","Indonesia","3. UMIC",-2.011872,101.3859,1.000958,1.003817,.6358972,1.010636,.9952447,-.9246383,-.1447242,.012653,.9060171,.6641738,.6365063,35752.95
11146,"Pekanbaru","Indonesia","4. HIC",.5062491,101.434,1.040665,.97209,.6241283,.976578,.9885133,1.950229,-1.80557,-.7471207,.4368925,.6297225,.6495086,622681.8
11147,"Tanghe","China","3. UMIC",32.68164,112.8523,1.005876,1.017636,.7160218,,.9769291,-.5685261,.5786876,,-.3704319,.8987249,.7202294,165010.4
11148,"Yanggu","China","3. UMIC",36.11112,115.7809,1.008866,1.011745,.4820125,.9841396,.9797051,-.3520883,.2703345,-.5784349,-.176969,.2137028,.486286,79155.8
11149,"Dumai","Indonesia","4. HIC",1.670196,101.4463,1.031328,.9879234,.6157823,1.016141,.9814765,1.274212,-.9767135,.1354623,-.0535129,.6052908,.6350735,143592.3
11150,"Jishou","China","3. UMIC",28.29553,109.7224,1.001517,1.009824,.2193508,,.9887715,-.8841247,.1697384,,.4548875,-.5551943,.2196837,44014.59
11151,"Chiping","China","3. UMIC",36.59411,116.2491,1.008106,1.025485,.3530912,.92869,.967308,-.4071364,.9895776,-1.815423,-1.040949,-.1636921,.3559532,54434.55
11152,"Xinhuang","China","3. UMIC",27.35922,109.1789,.9974215,1.009754,.0598419,1.00766,.9929006,-1.180675,.1660752,-.0537299,.7426538,-1.022129,.0596876,3281.731
11153,"Shanhaiguan","China","3. UMIC",40.00289,119.7502,1.008079,.9949505,.1027634,.9171513,.9970207,-.409087,-.6088546,-2.07283,1.029789,-.896484,.1035936,14421.48
11154,"Rawang","Malaysia","4. HIC",3.325703,101.5754,1.011327,.9944897,.628231,.9558021,.9942788,-.1739114,-.632977,-1.210595,.8387061,.6417325,.6353469,56249.16
11155,"Yucheng","China","4. HIC",36.92863,116.6469,1.004176,1.022399,.3073664,.922001,.9740239,-.6916463,.828056,-1.964642,-.5729006,-.2975439,.3086499,26958.84
11156,"Dongming","China","4. HIC",35.28785,115.1045,1.001336,1.012069,.6250784,,.9867566,-.8972696,.2872835,,.3144666,.6325038,.6259134,33749.1
11157,"Tiandong County","China","2. LMIC",23.59937,107.1178,1.000429,1.004081,.0206881,,.9955081,-.9629337,-.1308579,,.9243777,-1.136746,.0206969,1342.784
11158,"Nong'an","China","3. UMIC",44.43616,125.1673,1.004563,1.007089,-.0397049,.9893039,.9884499,-.6636044,.0266074,-.4632275,.4324726,-1.313536,-.0398861,-3252.941
11159,"Linyi","China","4. HIC",37.19727,116.8871,1.003622,1.019638,.2772629,1.03008,.9772007,-.7317542,.6835147,.4464105,-.3515022,-.3856665,.2782671,19877.3
11160,"??i Ngh?a","Vietnam","2. LMIC",20.69787,105.759,1.023208,1.001082,.343586,,.9762624,.6862987,-.2878864,,-.4168982,-.1915172,.3515599,51444.81
11161,"Jinzhou","China","3. UMIC",41.11351,121.1341,1.001278,1.008055,.0523493,1.004207,.9907427,-.9014384,.0771613,-.1307716,.5922676,-1.044063,.0524162,44364.08
11162,"Linying","China","3. UMIC",33.81173,113.935,1.012001,1.002566,.7168376,.9870872,.9856124,-.1251035,-.2101927,-.5126783,.2347228,.9011132,.7254404,181685.7
11163,"Wuyang","China","3. UMIC",33.43975,113.6045,1.014967,1.008817,.6813641,1.112818,.9766427,.0896685,.117019,2.292155,-.3903917,.7972703,.6915622,59124.07
11164,"Yicheng","China","3. UMIC",31.70393,112.2502,.9976296,1.01337,.5712109,1.032476,.9891512,-1.165605,.3553731,.4998663,.4813483,.4748157,.5698569,60524.58
